INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 1, 'minorAssignment1', 2, 1);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 39, 'minorAssignment9', 2, 4541);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 40, 'minorAssignment10', 2, 4541);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 41, 'minorAssignment11', 2, 4541);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 42, 'minorAssignment12', 2, 4541);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 43, 'majorAssignment1', 1, 4541);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 44, 'majorAssignment2', 1, 4541);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 45, 'majorAssignment3', 1, 4541);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 46, 'minorAssignment1', 2, 6348);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 47, 'minorAssignment2', 2, 6348);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 48, 'minorAssignment3', 2, 6348);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 49, 'minorAssignment4', 2, 6348);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 50, 'minorAssignment5', 2, 6348);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 51, 'minorAssignment6', 2, 6348);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 52, 'minorAssignment7', 2, 6348);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 53, 'minorAssignment8', 2, 6348);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 54, 'minorAssignment9', 2, 6348);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 55, 'minorAssignment10', 2, 6348);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 56, 'minorAssignment11', 2, 6348);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 57, 'minorAssignment12', 2, 6348);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 58, 'majorAssignment1', 1, 6348);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 59, 'majorAssignment2', 1, 6348);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 60, 'majorAssignment3', 1, 6348);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 61, 'minorAssignment1', 2, 7249);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 62, 'minorAssignment2', 2, 7249);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 63, 'minorAssignment3', 2, 7249);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 64, 'minorAssignment4', 2, 7249);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 65, 'minorAssignment5', 2, 7249);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 66, 'minorAssignment6', 2, 7249);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 67, 'minorAssignment7', 2, 7249);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 68, 'minorAssignment8', 2, 7249);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 69, 'minorAssignment9', 2, 7249);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 70, 'minorAssignment10', 2, 7249);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 71, 'minorAssignment11', 2, 7249);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 72, 'minorAssignment12', 2, 7249);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 73, 'majorAssignment1', 1, 7249);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 74, 'majorAssignment2', 1, 7249);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 75, 'majorAssignment3', 1, 7249);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 76, 'minorAssignment1', 2, 12230);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 77, 'minorAssignment2', 2, 12230);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 78, 'minorAssignment3', 2, 12230);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 79, 'minorAssignment4', 2, 12230);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 80, 'minorAssignment5', 2, 12230);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 81, 'minorAssignment6', 2, 12230);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 82, 'minorAssignment7', 2, 12230);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 83, 'minorAssignment8', 2, 12230);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 84, 'minorAssignment9', 2, 12230);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 85, 'minorAssignment10', 2, 12230);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 86, 'minorAssignment11', 2, 12230);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 87, 'minorAssignment12', 2, 12230);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 88, 'majorAssignment1', 1, 12230);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 89, 'majorAssignment2', 1, 12230);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 90, 'majorAssignment3', 1, 12230);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 91, 'minorAssignment1', 2, 12309);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 92, 'minorAssignment2', 2, 12309);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 93, 'minorAssignment3', 2, 12309);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 94, 'minorAssignment4', 2, 12309);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 95, 'minorAssignment5', 2, 12309);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 96, 'minorAssignment6', 2, 12309);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 97, 'minorAssignment7', 2, 12309);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 98, 'minorAssignment8', 2, 12309);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 99, 'minorAssignment9', 2, 12309);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 100, 'minorAssignment10', 2, 12309);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 101, 'minorAssignment11', 2, 12309);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 102, 'minorAssignment12', 2, 12309);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 103, 'majorAssignment1', 1, 12309);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 104, 'majorAssignment2', 1, 12309);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 105, 'majorAssignment3', 1, 12309);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 106, 'minorAssignment1', 2, 13808);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 107, 'minorAssignment2', 2, 13808);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 108, 'minorAssignment3', 2, 13808);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 109, 'minorAssignment4', 2, 13808);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 110, 'minorAssignment5', 2, 13808);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 111, 'minorAssignment6', 2, 13808);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 112, 'minorAssignment7', 2, 13808);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 113, 'minorAssignment8', 2, 13808);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 114, 'minorAssignment9', 2, 13808);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 115, 'minorAssignment10', 2, 13808);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 116, 'minorAssignment11', 2, 13808);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 117, 'minorAssignment12', 2, 13808);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 118, 'majorAssignment1', 1, 13808);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 119, 'majorAssignment2', 1, 13808);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 120, 'majorAssignment3', 1, 13808);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 121, 'minorAssignment1', 2, 14241);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 122, 'minorAssignment2', 2, 14241);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 123, 'minorAssignment3', 2, 14241);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 124, 'minorAssignment4', 2, 14241);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 125, 'minorAssignment5', 2, 14241);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 126, 'minorAssignment6', 2, 14241);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 127, 'minorAssignment7', 2, 14241);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 128, 'minorAssignment8', 2, 14241);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 129, 'minorAssignment9', 2, 14241);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 130, 'minorAssignment10', 2, 14241);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 131, 'minorAssignment11', 2, 14241);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 132, 'minorAssignment12', 2, 14241);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 133, 'majorAssignment1', 1, 14241);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 134, 'majorAssignment2', 1, 14241);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 135, 'majorAssignment3', 1, 14241);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 136, 'minorAssignment1', 2, 16366);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 137, 'minorAssignment2', 2, 16366);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 138, 'minorAssignment3', 2, 16366);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 139, 'minorAssignment4', 2, 16366);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 140, 'minorAssignment5', 2, 16366);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 141, 'minorAssignment6', 2, 16366);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 142, 'minorAssignment7', 2, 16366);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 143, 'minorAssignment8', 2, 16366);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 144, 'minorAssignment9', 2, 16366);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 145, 'minorAssignment10', 2, 16366);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 146, 'minorAssignment11', 2, 16366);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 147, 'minorAssignment12', 2, 16366);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 148, 'majorAssignment1', 1, 16366);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 149, 'majorAssignment2', 1, 16366);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 150, 'majorAssignment3', 1, 16366);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 151, 'minorAssignment1', 2, 22567);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 152, 'minorAssignment2', 2, 22567);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 153, 'minorAssignment3', 2, 22567);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 154, 'minorAssignment4', 2, 22567);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 155, 'minorAssignment5', 2, 22567);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 156, 'minorAssignment6', 2, 22567);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 157, 'minorAssignment7', 2, 22567);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 158, 'minorAssignment8', 2, 22567);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 159, 'minorAssignment9', 2, 22567);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 160, 'minorAssignment10', 2, 22567);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 161, 'minorAssignment11', 2, 22567);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 162, 'minorAssignment12', 2, 22567);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 163, 'majorAssignment1', 1, 22567);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 164, 'majorAssignment2', 1, 22567);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 165, 'majorAssignment3', 1, 22567);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 166, 'minorAssignment1', 2, 23294);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 167, 'minorAssignment2', 2, 23294);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 168, 'minorAssignment3', 2, 23294);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 169, 'minorAssignment4', 2, 23294);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 170, 'minorAssignment5', 2, 23294);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 171, 'minorAssignment6', 2, 23294);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 172, 'minorAssignment7', 2, 23294);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 173, 'minorAssignment8', 2, 23294);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 174, 'minorAssignment9', 2, 23294);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 175, 'minorAssignment10', 2, 23294);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 176, 'minorAssignment11', 2, 23294);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 177, 'minorAssignment12', 2, 23294);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 178, 'majorAssignment1', 1, 23294);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 179, 'majorAssignment2', 1, 23294);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 180, 'majorAssignment3', 1, 23294);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 181, 'minorAssignment1', 2, 27279);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 182, 'minorAssignment2', 2, 27279);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 183, 'minorAssignment3', 2, 27279);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 184, 'minorAssignment4', 2, 27279);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 185, 'minorAssignment5', 2, 27279);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 186, 'minorAssignment6', 2, 27279);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 187, 'minorAssignment7', 2, 27279);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 188, 'minorAssignment8', 2, 27279);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 189, 'minorAssignment9', 2, 27279);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 190, 'minorAssignment10', 2, 27279);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 191, 'minorAssignment11', 2, 27279);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 192, 'minorAssignment12', 2, 27279);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 193, 'majorAssignment1', 1, 27279);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 194, 'majorAssignment2', 1, 27279);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 195, 'majorAssignment3', 1, 27279);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 196, 'minorAssignment1', 2, 27358);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 197, 'minorAssignment2', 2, 27358);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 198, 'minorAssignment3', 2, 27358);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 199, 'minorAssignment4', 2, 27358);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 200, 'minorAssignment5', 2, 27358);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 201, 'minorAssignment6', 2, 27358);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 202, 'minorAssignment7', 2, 27358);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 203, 'minorAssignment8', 2, 27358);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 204, 'minorAssignment9', 2, 27358);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 205, 'minorAssignment10', 2, 27358);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 206, 'minorAssignment11', 2, 27358);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 207, 'minorAssignment12', 2, 27358);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 208, 'majorAssignment1', 1, 27358);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 209, 'majorAssignment2', 1, 27358);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 210, 'majorAssignment3', 1, 27358);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 211, 'minorAssignment1', 2, 29585);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 212, 'minorAssignment2', 2, 29585);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 213, 'minorAssignment3', 2, 29585);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 214, 'minorAssignment4', 2, 29585);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 215, 'minorAssignment5', 2, 29585);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 216, 'minorAssignment6', 2, 29585);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 217, 'minorAssignment7', 2, 29585);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 218, 'minorAssignment8', 2, 29585);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 219, 'minorAssignment9', 2, 29585);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 220, 'minorAssignment10', 2, 29585);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 221, 'minorAssignment11', 2, 29585);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 222, 'minorAssignment12', 2, 29585);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 223, 'majorAssignment1', 1, 29585);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 224, 'majorAssignment2', 1, 29585);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 225, 'majorAssignment3', 1, 29585);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 226, 'minorAssignment1', 2, 30636);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 227, 'minorAssignment2', 2, 30636);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 228, 'minorAssignment3', 2, 30636);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 229, 'minorAssignment4', 2, 30636);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 230, 'minorAssignment5', 2, 30636);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 231, 'minorAssignment6', 2, 30636);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 232, 'minorAssignment7', 2, 30636);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 233, 'minorAssignment8', 2, 30636);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 234, 'minorAssignment9', 2, 30636);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 235, 'minorAssignment10', 2, 30636);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 236, 'minorAssignment11', 2, 30636);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 237, 'minorAssignment12', 2, 30636);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 238, 'majorAssignment1', 1, 30636);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 239, 'majorAssignment2', 1, 30636);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 240, 'majorAssignment3', 1, 30636);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 241, 'minorAssignment1', 2, 31277);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 242, 'minorAssignment2', 2, 31277);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 243, 'minorAssignment3', 2, 31277);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 244, 'minorAssignment4', 2, 31277);
